user_id,business_id,rating
3.0,1941.0,2.0
3.0,1783.0,5.0
3.0,457.0,4.0
3.0,2513.0,4.0
3.0,45.0,10.0
926.0,45.0,2.0
991.0,45.0,3.0
1483.0,45.0,2.0
1893.0,45.0,3.0
2948.0,45.0,3.0
3087.0,45.0,4.0
4688.0,45.0,3.0
4932.0,45.0,3.0
7345.0,45.0,2.0
7644.0,45.0,3.0
8325.0,45.0,2.0
9025.0,45.0,3.0
9275.0,45.0,4.0
11149.0,45.0,3.0
11366.0,45.0,4.0
11393.0,45.0,4.0
11660.0,45.0,4.0
12229.0,45.0,4.0
12507.0,45.0,3.0
13379.0,45.0,2.0
13424.0,45.0,4.0
13640.0,45.0,3.0
14080.0,45.0,3.0
15521.0,45.0,2.0
15943.0,45.0,3.0
16559.0,45.0,3.0
17027.0,45.0,3.0
18516.0,45.0,4.0
19070.0,45.0,2.0
19870.0,45.0,2.0
19881.0,45.0,4.0
21253.0,45.0,3.0
21393.0,45.0,2.0
21733.0,45.0,3.0
21781.0,45.0,3.0
22971.0,45.0,2.0
23009.0,45.0,2.0
24627.0,45.0,2.0
26087.0,45.0,3.0
27051.0,45.0,4.0
27121.0,45.0,4.0
28227.0,45.0,3.0
28539.0,45.0,5.0
29457.0,45.0,2.0
29858.0,45.0,1.0
30180.0,45.0,3.0
30340.0,45.0,3.0
31866.0,45.0,4.0
35263.0,45.0,3.0
36456.0,45.0,2.0
36581.0,45.0,4.0
37964.0,45.0,3.0
38593.0,45.0,3.0
38651.0,45.0,3.0
39022.0,45.0,1.0
39223.0,45.0,3.0
39230.0,45.0,4.0
39927.0,45.0,5.0
40497.0,45.0,3.0
40578.0,45.0,2.0
41176.0,45.0,1.0
41328.0,45.0,3.0
41356.0,45.0,1.0
41456.0,45.0,3.0
42601.0,45.0,1.0
43070.0,45.0,2.0
43203.0,45.0,3.0
43325.0,45.0,5.0
44339.0,45.0,3.0
44531.0,45.0,2.0
45105.0,45.0,3.0
45312.0,45.0,1.0
45387.0,45.0,2.0
46044.0,45.0,3.0
46389.0,45.0,3.0
46702.0,45.0,5.0
47559.0,45.0,2.0
47781.0,45.0,5.0
47836.0,45.0,3.0
49006.0,45.0,2.0
51189.0,45.0,4.0
51514.0,45.0,3.0
51963.0,45.0,3.0
57523.0,45.0,2.0
58214.0,45.0,1.0
58279.0,45.0,4.0
58612.0,45.0,4.0
58845.0,45.0,2.0
58851.0,45.0,2.0
58943.0,45.0,2.0
59038.0,45.0,4.0
59118.0,45.0,3.0
59252.0,45.0,2.0
59258.0,45.0,2.0
59757.0,45.0,1.0
60379.0,45.0,4.0
60470.0,45.0,2.0
61534.0,45.0,2.0
61742.0,45.0,2.0
62019.0,45.0,3.0
62149.0,45.0,2.0
63736.0,45.0,5.0
65114.0,45.0,4.0
65522.0,45.0,3.0
66113.0,45.0,2.0
66875.0,45.0,3.0
67183.0,45.0,3.0
67206.0,45.0,1.0
67528.0,45.0,3.0
68012.0,45.0,3.0
69316.0,45.0,4.0
69864.0,45.0,3.0
70455.0,45.0,2.0
70813.0,45.0,2.0
70885.0,45.0,4.0
70911.0,45.0,3.0
71657.0,45.0,3.0
72588.0,45.0,1.0
72780.0,45.0,3.0
73817.0,45.0,2.0
74479.0,45.0,5.0
75716.0,45.0,2.0
76459.0,45.0,3.0
76692.0,45.0,1.0
77394.0,45.0,4.0
78750.0,45.0,3.0
80067.0,45.0,3.0
80611.0,45.0,3.0
81217.0,45.0,5.0
82175.0,45.0,2.0
83117.0,45.0,2.0
83528.0,45.0,3.0
84173.0,45.0,3.0
85756.0,45.0,2.0
85884.0,45.0,3.0
86141.0,45.0,4.0
86343.0,45.0,3.0
87745.0,45.0,3.0
88077.0,45.0,3.0
88845.0,45.0,1.0
90555.0,45.0,3.0
91656.0,45.0,4.0
92348.0,45.0,3.0
92581.0,45.0,3.0
92975.0,45.0,5.0
94941.0,45.0,4.0
95014.0,45.0,4.0
97201.0,45.0,3.0
98481.0,45.0,3.0
98577.0,45.0,3.0
99447.0,45.0,3.0
99734.0,45.0,4.0
100966.0,45.0,2.0
101114.0,45.0,4.0
101836.0,45.0,2.0
103963.0,45.0,1.0
104473.0,45.0,3.0
104525.0,45.0,4.0
104708.0,45.0,2.0
104961.0,45.0,1.0
105448.0,45.0,2.0
107033.0,45.0,3.0
107273.0,45.0,2.0
107443.0,45.0,3.0
107723.0,45.0,2.0
107726.0,45.0,3.0
107793.0,45.0,5.0
108240.0,45.0,2.0
108338.0,45.0,2.0
108396.0,45.0,1.0
109087.0,45.0,3.0
109857.0,45.0,4.0
110019.0,45.0,5.0
112030.0,45.0,2.0
112784.0,45.0,3.0
113658.0,45.0,3.0
114395.0,45.0,5.0
114403.0,45.0,1.0
114875.0,45.0,2.0
115980.0,45.0,4.0
116622.0,45.0,1.0
116655.0,45.0,1.0
116919.0,45.0,5.0
118617.0,45.0,1.0
118774.0,45.0,1.0
119233.0,45.0,1.0
121128.0,45.0,2.0
122251.0,45.0,5.0
125704.0,45.0,1.0
127110.0,45.0,4.0
127385.0,45.0,4.0
127444.0,45.0,4.0
128444.0,45.0,1.0
129149.0,45.0,2.0
130322.0,45.0,4.0
130429.0,45.0,2.0
130501.0,45.0,3.0
131126.0,45.0,3.0
131464.0,45.0,3.0
132055.0,45.0,2.0
132520.0,45.0,4.0
134075.0,45.0,3.0
135178.0,45.0,2.0
135574.0,45.0,3.0
135813.0,45.0,2.0
136696.0,45.0,3.0
138785.0,45.0,2.0
139127.0,45.0,1.0
140040.0,45.0,3.0
140187.0,45.0,3.0
140719.0,45.0,2.0
140915.0,45.0,3.0
141487.0,45.0,1.0
142239.0,45.0,3.0
142608.0,45.0,2.0
142764.0,45.0,5.0
142817.0,45.0,1.0
143718.0,45.0,2.0
143825.0,45.0,3.0
144499.0,45.0,3.0
144842.0,45.0,3.0
145968.0,45.0,3.0
147547.0,45.0,2.0
147666.0,45.0,3.0
148045.0,45.0,4.0
148477.0,45.0,1.0
148886.0,45.0,1.0
150912.0,45.0,3.0
151047.0,45.0,3.0
151351.0,45.0,3.0
151507.0,45.0,4.0
151730.0,45.0,4.0
153362.0,45.0,2.0
153648.0,45.0,4.0
154251.0,45.0,2.0
154377.0,45.0,2.0
154495.0,45.0,3.0
154684.0,45.0,3.0
154880.0,45.0,2.0
157022.0,45.0,4.0
157231.0,45.0,3.0
157239.0,45.0,3.0
157289.0,45.0,3.0
157669.0,45.0,1.0
159030.0,45.0,2.0
159488.0,45.0,2.0
160255.0,45.0,4.0
160466.0,45.0,4.0
160579.0,45.0,4.0
161220.0,45.0,3.0
161298.0,45.0,3.0
162480.0,45.0,3.0
164430.0,45.0,2.0
166123.0,45.0,1.0
167649.0,45.0,4.0
168474.0,45.0,4.0
168636.0,45.0,2.0
168780.0,45.0,2.0
169341.0,45.0,2.0
169533.0,45.0,2.0
170941.0,45.0,4.0
171501.0,45.0,3.0
171862.0,45.0,2.0
172358.0,45.0,3.0
173215.0,45.0,1.0
173775.0,45.0,4.0
173973.0,45.0,3.0
174125.0,45.0,1.0
174249.0,45.0,2.0
174602.0,45.0,4.0
174904.0,45.0,2.0
175661.0,45.0,4.0
175669.0,45.0,3.0
175880.0,45.0,2.0
176354.0,45.0,1.0
176483.0,45.0,4.0
176778.0,45.0,2.0
176944.0,45.0,2.0
178618.0,45.0,3.0
180086.0,45.0,2.0
180300.0,45.0,3.0
182085.0,45.0,3.0
182175.0,45.0,4.0
182674.0,45.0,3.0
182727.0,45.0,1.0
182736.0,45.0,3.0
183717.0,45.0,3.0
184800.0,45.0,3.0
185262.0,45.0,4.0
186122.0,45.0,3.0
186497.0,45.0,4.0
187340.0,45.0,3.0
187346.0,45.0,2.0
187435.0,45.0,3.0
187747.0,45.0,4.0
189271.0,45.0,3.0
189795.0,45.0,4.0
190259.0,45.0,2.0
190619.0,45.0,5.0
190855.0,45.0,2.0
191414.0,45.0,1.0
192007.0,45.0,3.0
193149.0,45.0,2.0
194423.0,45.0,1.0
195236.0,45.0,4.0
195681.0,45.0,4.0
196403.0,45.0,4.0
196772.0,45.0,3.0
196980.0,45.0,3.0
198212.0,45.0,3.0
199257.0,45.0,3.0
200885.0,45.0,4.0
201028.0,45.0,1.0
201998.0,45.0,3.0
202139.0,45.0,3.0
204111.0,45.0,3.0
204887.0,45.0,3.0
205366.0,45.0,3.0
206150.0,45.0,3.0
206202.0,45.0,2.0
206204.0,45.0,3.0
206432.0,45.0,4.0
206784.0,45.0,1.0
206862.0,45.0,3.0
207400.0,45.0,1.0
207517.0,45.0,4.0
209982.0,45.0,3.0
212928.0,45.0,2.0
213278.0,45.0,3.0
214183.0,45.0,3.0
214323.0,45.0,3.0
215476.0,45.0,4.0
217141.0,45.0,4.0
218271.0,45.0,3.0
218414.0,45.0,4.0
220481.0,45.0,2.0
220675.0,45.0,5.0
221323.0,45.0,3.0
221979.0,45.0,3.0
222530.0,45.0,2.0
223260.0,45.0,2.0
223458.0,45.0,2.0
223511.0,45.0,1.0
224430.0,45.0,5.0
224942.0,45.0,1.0
225025.0,45.0,3.0
225448.0,45.0,4.0
227191.0,45.0,1.0
227526.0,45.0,3.0
227874.0,45.0,2.0
227989.0,45.0,3.0
228029.0,45.0,3.0
230050.0,45.0,2.0
230569.0,45.0,2.0
230696.0,45.0,3.0
231033.0,45.0,2.0
231257.0,45.0,2.0
231336.0,45.0,3.0
233058.0,45.0,3.0
235916.0,45.0,3.0
235983.0,45.0,2.0
236093.0,45.0,4.0
236099.0,45.0,5.0
236528.0,45.0,3.0
238038.0,45.0,4.0
238194.0,45.0,2.0
238798.0,45.0,2.0
239158.0,45.0,2.0
239308.0,45.0,3.0
239422.0,45.0,3.0
239554.0,45.0,4.0
239572.0,45.0,2.0
239692.0,45.0,1.0
242179.0,45.0,2.0
242964.0,45.0,1.0
243504.0,45.0,1.0
244073.0,45.0,1.0
244786.0,45.0,1.0
3.0,3209.0,10.0
991.0,3209.0,5.0
4688.0,3209.0,5.0
5684.0,3209.0,4.0
8591.0,3209.0,3.0
9025.0,3209.0,4.0
9783.0,3209.0,5.0
11366.0,3209.0,5.0
12982.0,3209.0,3.0
25402.0,3209.0,3.0
27121.0,3209.0,4.0
28501.0,3209.0,4.0
29884.0,3209.0,5.0
30180.0,3209.0,4.0
30401.0,3209.0,4.0
35198.0,3209.0,4.0
41328.0,3209.0,4.0
41351.0,3209.0,3.0
44339.0,3209.0,5.0
45105.0,3209.0,5.0
46044.0,3209.0,4.0
47559.0,3209.0,4.0
51189.0,3209.0,4.0
52256.0,3209.0,5.0
54066.0,3209.0,4.0
58583.0,3209.0,4.0
59123.0,3209.0,4.0
59258.0,3209.0,5.0
62972.0,3209.0,4.0
74633.0,3209.0,4.0
80015.0,3209.0,5.0
80611.0,3209.0,4.0
85884.0,3209.0,5.0
88077.0,3209.0,4.0
88554.0,3209.0,4.0
95235.0,3209.0,5.0
96302.0,3209.0,5.0
97942.0,3209.0,3.0
98024.0,3209.0,3.0
98423.0,3209.0,4.0
105507.0,3209.0,4.0
107793.0,3209.0,5.0
109087.0,3209.0,4.0
109129.0,3209.0,4.0
116565.0,3209.0,4.0
116701.0,3209.0,5.0
125301.0,3209.0,4.0
126129.0,3209.0,5.0
129066.0,3209.0,3.0
130501.0,3209.0,5.0
131065.0,3209.0,3.0
132339.0,3209.0,4.0
132520.0,3209.0,4.0
135178.0,3209.0,3.0
135574.0,3209.0,3.0
137574.0,3209.0,4.0
142608.0,3209.0,3.0
143185.0,3209.0,5.0
144499.0,3209.0,4.0
148477.0,3209.0,4.0
150516.0,3209.0,3.0
150912.0,3209.0,3.0
151507.0,3209.0,4.0
153362.0,3209.0,3.0
153834.0,3209.0,3.0
154510.0,3209.0,4.0
156879.0,3209.0,4.0
157415.0,3209.0,4.0
159488.0,3209.0,5.0
161932.0,3209.0,5.0
164412.0,3209.0,5.0
171501.0,3209.0,4.0
171624.0,3209.0,3.0
172358.0,3209.0,4.0
173787.0,3209.0,4.0
174602.0,3209.0,5.0
174958.0,3209.0,3.0
177111.0,3209.0,5.0
182085.0,3209.0,3.0
182175.0,3209.0,4.0
185262.0,3209.0,4.0
185989.0,3209.0,4.0
190104.0,3209.0,4.0
192007.0,3209.0,2.0
192618.0,3209.0,4.0
193149.0,3209.0,4.0
196403.0,3209.0,4.0
198441.0,3209.0,4.0
198959.0,3209.0,4.0
203318.0,3209.0,4.0
205311.0,3209.0,3.0
211288.0,3209.0,3.0
213784.0,3209.0,4.0
214323.0,3209.0,5.0
215476.0,3209.0,5.0
217024.0,3209.0,4.0
218766.0,3209.0,5.0
222201.0,3209.0,3.0
223260.0,3209.0,4.0
225448.0,3209.0,4.0
228029.0,3209.0,3.0
228874.0,3209.0,5.0
230034.0,3209.0,5.0
231962.0,3209.0,4.0
233058.0,3209.0,3.0
233780.0,3209.0,4.0
235076.0,3209.0,4.0
238194.0,3209.0,4.0
239422.0,3209.0,5.0
242179.0,3209.0,3.0
3.0,1442.0,10.0
